"Horizontal Reflections"
"Front"		"Side"		"Rear"		"Total Horizontal Reflection"
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	51.9635	20.5078	51.4085	20.5078	53.991	20.5078	53.0379
23.4375	51.8732	23.4375	54.7748	23.4375	61.1919	23.4375	59.073
26.3672	60.6649	26.3672	61.7189	26.3672	65.8822	26.3672	64.2881
29.2969	64.0649	29.2969	65.1527	29.2969	69.4785	29.2969	67.8435
32.2266	69.9348	32.2266	70.7042	32.2266	74.1165	32.2266	72.7415
35.1563	74.4038	35.1563	75.0853	35.1563	78.1135	35.1563	76.8575
38.0859	79.0382	38.0859	79.6493	38.0859	82.2503	38.0859	81.1332
41.0156	83.2227	41.0156	83.7579	41.0156	85.9773	41.0156	84.9948
43.9453	86.9255	43.9453	87.4024	43.9453	89.2927	43.9453	88.4322
46.875	89.7192	46.875	90.1509	46.875	91.7797	46.875	91.0208
49.8047	91.5543	49.8047	91.9501	49.8047	93.3581	49.8047	92.6879
55.6641	92.9766	55.6641	93.3173	55.6641	94.3852	55.6641	93.8575
58.5938	93.1477	58.5938	93.465	58.5938	94.3943	58.5938	93.9269
61.5234	93.0902	61.5234	93.3887	61.5234	94.2049	61.5234	93.7876
67.3828	93.0253	67.3828	93.2876	67.3828	93.9111	67.3828	93.5818
73.2422	93.0545	73.2422	93.2843	73.2422	93.7519	73.2422	93.4961
76.1719	93.0208	76.1719	93.2406	76.1719	93.6552	76.1719	93.4246
82.0313	93.0919	82.0313	93.2738	82.0313	93.5493	82.0313	93.3878
87.8906	93.2441	87.8906	93.375	87.8906	93.4687	87.8906	93.3998
93.75	93.1482	93.75	93.3321	93.75	93.5649	93.75	93.4223
102.539	93.4058	102.539	93.5276	102.539	93.5809	102.539	93.5325
108.398	93.5196	108.398	93.6215	108.398	93.6366	108.398	93.6099
117.188	93.8469	117.188	93.903	117.188	93.8291	117.188	93.8532
125.977	93.947	125.977	93.9624	125.977	93.7804	125.977	93.8642
134.766	93.9943	134.766	93.9924	134.766	93.8071	134.766	93.896
143.555	94.1273	143.555	94.0801	143.555	93.8193	143.555	93.954
155.273	94.2167	155.273	94.121	155.273	93.7923	155.273	93.9701
164.063	94.364	164.063	94.2222	164.063	93.8132	164.063	94.0405
175.781	94.0048	175.781	93.8591	175.781	93.4423	175.781	93.6743
190.43	93.8256	190.43	93.6428	190.43	93.2957	190.43	93.5007
202.148	93.6092	202.148	93.3347	202.148	92.9092	202.148	93.1729
216.797	93.2504	216.797	92.9074	216.797	92.5293	216.797	92.7839
234.375	92.7596	234.375	92.4006	234.375	91.8471	234.375	92.1943
249.023	92.5706	249.023	92.0641	249.023	91.6601	249.023	91.9638
266.602	92.5995	266.602	91.8951	266.602	91.4324	266.602	91.8114
287.109	92.7602	287.109	91.8979	287.109	91.187	287.109	91.7342
307.617	92.4763	307.617	91.4866	307.617	90.7955	307.617	91.3638
331.055	92.4629	331.055	91.2343	331.055	90.1792	331.055	91.0104
354.492	92.4213	354.492	91.0598	354.492	89.3533	354.492	90.6028
377.93	92.4874	377.93	91.1106	377.93	89.1708	377.93	90.5673
407.227	92.0356	407.227	90.5456	407.227	88.3677	407.227	89.948
436.523	92.1099	436.523	90.7327	436.523	87.7822	436.523	89.83
465.82	91.986	465.82	90.7584	465.82	87.4267	465.82	89.6838
500.977	91.41	500.977	90.3876	500.977	87.2273	500.977	89.3017
536.133	91.365	536.133	90.0627	536.133	86.6867	536.133	88.9992
574.219	92.0352	574.219	90.3252	574.219	86.0288	574.219	89.1465
615.234	91.7227	615.234	90.2263	615.234	85.8658	615.234	88.9513
659.18	91.4586	659.18	89.8533	659.18	85.7777	659.18	88.6937
