"CEA2034"
"On Axis"		"Listening Window"		"Early Reflections"		"Sound Power"		"Sound Power DI"		"Early Reflections DI"		"DI offset"
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	39.9787	20.5078	39.4994	20.5078	38.8927	20.5078	41.9853	20.5078	37.4936	20.5078	40.5862	20.5078	39.9794
21.9727	40.5997	21.9727	40.1029	21.9727	40.3193	21.9727	44.1156	21.9727	35.9668	21.9727	39.7631	21.9727	39.9794
23.4375	43.0002	23.4375	42.5679	23.4375	42.0966	23.4375	44.9757	23.4375	37.5717	23.4375	40.4508	23.4375	39.9794
24.9023	44.3944	24.9023	44.0032	24.9023	43.8818	24.9023	46.8379	24.9023	37.1447	24.9023	40.1007	24.9023	39.9794
26.3672	45.8945	26.3672	45.544	26.3672	45.5551	26.3672	48.3869	26.3672	37.1366	26.3672	39.9683	26.3672	39.9794
27.832	47.6932	27.832	47.3797	27.832	47.2869	27.832	49.7715	27.832	37.5876	27.832	40.0722	27.832	39.9794
29.2969	49.4939	29.2969	49.2288	29.2969	49.1662	29.2969	51.3548	29.2969	37.8534	29.2969	40.0421	29.2969	39.9794
30.7617	51.124	30.7617	50.8865	30.7617	50.8008	30.7617	52.7587	30.7617	38.1072	30.7617	40.0651	30.7617	39.9794
32.2266	52.7782	32.2266	52.5787	32.2266	52.5607	32.2266	54.3343	32.2266	38.2238	32.2266	39.9974	32.2266	39.9794
33.6914	54.5106	33.6914	54.3378	33.6914	54.2712	33.6914	55.7646	33.6914	38.5526	33.6914	40.046	33.6914	39.9794
35.1563	56.0385	35.1563	55.8895	35.1563	55.8747	35.1563	57.2666	35.1563	38.6023	35.1563	39.9943	35.1563	39.9794
36.6211	57.71	36.6211	57.5775	36.6211	57.5158	36.6211	58.6837	36.6211	38.8732	36.6211	40.0412	36.6211	39.9794
38.0859	59.061	38.0859	58.9445	38.0859	58.9212	38.0859	60.0239	38.0859	38.9	38.0859	40.0027	38.0859	39.9794
39.5508	60.6402	39.5508	60.5454	39.5508	60.5673	39.5508	61.5733	39.5508	38.9515	39.5508	39.9575	39.5508	39.9794
41.0156	62.5727	41.0156	62.48	41.0156	62.3522	41.0156	63.0062	41.0156	39.4533	41.0156	40.1073	41.0156	39.9794
42.4805	63.6222	42.4805	63.5378	42.4805	63.4535	42.4805	64.1391	42.4805	39.3781	42.4805	40.0636	42.4805	39.9794
43.9453	64.8166	43.9453	64.7377	43.9453	64.6565	43.9453	65.2983	43.9453	39.4188	43.9453	40.0606	43.9453	39.9794
45.4102	66.1272	45.4102	66.0626	45.4102	66.0258	45.4102	66.6369	45.4102	39.4051	45.4102	40.0162	45.4102	39.9794
46.875	67.4243	46.875	67.366	46.875	67.3195	46.875	67.8454	46.875	39.5001	46.875	40.026	46.875	39.9794
48.3398	68.6665	48.3398	68.6089	48.3398	68.5304	48.3398	68.9725	48.3398	39.6157	48.3398	40.0578	48.3398	39.9794
51.2695	70.8221	51.2695	70.7807	51.2695	70.7528	51.2695	71.1634	51.2695	39.5967	51.2695	40.0074	51.2695	39.9794
52.7344	71.9391	52.7344	71.9013	52.7344	71.8654	52.7344	72.2194	52.7344	39.6613	52.7344	40.0153	52.7344	39.9794
54.1992	72.9352	54.1992	72.9012	54.1992	72.8645	54.1992	73.1779	54.1992	39.7026	54.1992	40.016	54.1992	39.9794
55.6641	73.8854	55.6641	73.8548	55.6641	73.8209	55.6641	74.1051	55.6641	39.7292	55.6641	40.0133	55.6641	39.9794
58.5938	75.6864	58.5938	75.6623	58.5938	75.6333	58.5938	75.867	58.5938	39.7746	58.5938	40.0084	58.5938	39.9794
60.0586	76.6277	60.0586	76.6054	60.0586	76.5711	60.0586	76.7726	60.0586	39.8122	60.0586	40.0137	60.0586	39.9794
62.9883	78.3082	62.9883	78.2927	62.9883	78.2816	62.9883	78.4755	62.9883	39.7966	62.9883	39.9904	62.9883	39.9794
64.4531	78.9486	64.4531	78.937	64.4531	78.9397	64.4531	79.131	64.4531	39.7854	64.4531	39.9767	64.4531	39.9794
67.3828	79.8915	67.3828	79.8847	67.3828	79.8954	67.3828	80.0616	67.3828	39.8025	67.3828	39.9687	67.3828	39.9794
68.8477	80.2561	68.8477	80.2508	68.8477	80.2609	68.8477	80.4121	68.8477	39.818	68.8477	39.9692	68.8477	39.9794
71.7773	81.1576	71.7773	81.1582	71.7773	81.1932	71.7773	81.3505	71.7773	39.7871	71.7773	39.9444	71.7773	39.9794
74.707	81.5134	74.707	81.519	74.707	81.5687	74.707	81.7125	74.707	39.7859	74.707	39.9297	74.707	39.9794
77.6367	81.4935	77.6367	81.5009	77.6367	81.5469	77.6367	81.6627	77.6367	39.8176	77.6367	39.9334	77.6367	39.9794
79.1016	81.6529	79.1016	81.6628	79.1016	81.7195	79.1016	81.8388	79.1016	39.8035	79.1016	39.9228	79.1016	39.9794
82.0313	82.0052	82.0313	82.0167	82.0313	82.0684	82.0313	82.156	82.0313	39.8401	82.0313	39.9277	82.0313	39.9794
84.9609	81.8976	84.9609	81.9069	84.9609	81.9297	84.9609	81.955	84.9609	39.9312	84.9609	39.9566	84.9609	39.9794
87.8906	81.9274	87.8906	81.9389	87.8906	81.9712	87.8906	82.0024	87.8906	39.9159	87.8906	39.947	87.8906	39.9794
90.8203	81.679	90.8203	81.7083	90.8203	81.8829	90.8203	82.1424	90.8203	39.5453	90.8203	39.8048	90.8203	39.9794
95.2148	81.92	95.2148	81.9347	95.2148	81.9615	95.2148	81.9354	95.2148	39.9786	95.2148	39.9526	95.2148	39.9794
98.1445	81.7258	98.1445	81.7488	98.1445	81.8356	98.1445	81.8983	98.1445	39.8298	98.1445	39.8925	98.1445	39.9794
101.074	81.908	101.074	81.9312	101.074	82.0175	101.074	82.0737	101.074	39.8369	101.074	39.8931	101.074	39.9794
105.469	81.7259	105.469	81.7523	105.469	81.8611	105.469	81.9484	105.469	39.7834	105.469	39.8706	105.469	39.9794
108.398	81.7817	108.398	81.8069	108.398	81.8994	108.398	81.9525	108.398	39.8338	108.398	39.8869	108.398	39.9794
112.793	82.2414	112.793	82.264	112.793	82.3326	112.793	82.3365	112.793	39.9069	112.793	39.9108	112.793	39.9794
117.188	82.0817	117.188	82.103	117.188	82.1674	117.188	82.1705	117.188	39.912	117.188	39.915	117.188	39.9794
120.117	82.5528	120.117	82.5712	120.117	82.6179	120.117	82.6035	120.117	39.9471	120.117	39.9327	120.117	39.9794
124.512	82.4415	124.512	82.4653	124.512	82.5359	124.512	82.54	124.512	39.9048	124.512	39.9088	124.512	39.9794
128.906	82.417	128.906	82.4387	128.906	82.4848	128.906	82.422	128.906	39.996	128.906	39.9333	128.906	39.9794
133.301	82.5443	133.301	82.5624	133.301	82.5919	133.301	82.5179	133.301	40.0239	133.301	39.9499	133.301	39.9794
139.16	82.5453	139.16	82.5675	139.16	82.6339	139.16	82.6315	139.16	39.9153	139.16	39.9129	139.16	39.9794
143.555	82.655	143.555	82.6736	143.555	82.7254	143.555	82.7234	143.555	39.9296	143.555	39.9276	143.555	39.9794
147.949	82.5685	147.949	82.5883	147.949	82.6548	147.949	82.6846	147.949	39.8831	147.949	39.9129	147.949	39.9794
153.809	82.9391	153.809	82.9445	153.809	82.915	153.809	82.8041	153.809	40.1197	153.809	40.0088	153.809	39.9794
159.668	83.228	159.668	83.2338	159.668	83.1816	159.668	82.9994	159.668	40.2138	159.668	40.0316	159.668	39.9794
165.527	83.2646	165.527	83.2707	165.527	83.2322	165.527	83.0889	165.527	40.1612	165.527	40.0179	165.527	39.9794
171.387	83.2443	171.387	83.2484	171.387	83.2061	171.387	83.0647	171.387	40.1632	171.387	40.0217	171.387	39.9794
177.246	83.2012	177.246	83.2008	177.246	83.1415	177.246	82.9947	177.246	40.1855	177.246	40.0387	177.246	39.9794
183.105	83.1721	183.105	83.167	183.105	83.0818	183.105	82.9109	183.105	40.2355	183.105	40.0646	183.105	39.9794
188.965	83.2804	188.965	83.2678	188.965	83.135	188.965	82.9088	188.965	40.3384	188.965	40.1123	188.965	39.9794
196.289	83.4464	196.289	83.4333	196.289	83.2875	196.289	83.0082	196.289	40.4045	196.289	40.1252	196.289	39.9794
203.613	83.3938	203.613	83.3643	203.613	83.1408	203.613	82.8152	203.613	40.5285	203.613	40.203	203.613	39.9794
210.938	83.4098	210.938	83.3827	210.938	83.1454	210.938	82.7593	210.938	40.6028	210.938	40.2167	210.938	39.9794
218.262	83.3746	218.262	83.3457	218.262	83.1099	218.262	82.7294	218.262	40.5957	218.262	40.2153	218.262	39.9794
225.586	83.3702	225.586	83.3328	225.586	83.0573	225.586	82.6535	225.586	40.6587	225.586	40.2549	225.586	39.9794
232.91	83.4244	232.91	83.3758	232.91	83.0287	232.91	82.5113	232.91	40.8439	232.91	40.3265	232.91	39.9794
241.699	83.3968	241.699	83.3396	241.699	82.9615	241.699	82.4141	241.699	40.9049	241.699	40.3575	241.699	39.9794
250.488	83.3635	250.488	83.3001	250.488	82.8553	250.488	82.2344	250.488	41.0451	250.488	40.4241	250.488	39.9794
259.277	83.543	259.277	83.4893	259.277	83.0776	259.277	82.4295	259.277	41.0392	259.277	40.3911	259.277	39.9794
268.066	83.0125	268.066	82.9487	268.066	82.5227	268.066	81.9574	268.066	40.9708	268.066	40.4054	268.066	39.9794
276.855	83.0801	276.855	83.012	276.855	82.4993	276.855	81.8116	276.855	41.1798	276.855	40.4921	276.855	39.9794
287.109	83.3947	287.109	83.3189	287.109	82.7648	287.109	81.8904	287.109	41.4079	287.109	40.5335	287.109	39.9794
297.363	83.3951	297.363	83.3062	297.363	82.7052	297.363	81.7345	297.363	41.5511	297.363	40.5805	297.363	39.9794
307.617	83.0186	307.617	82.9787	307.617	82.5988	307.617	81.809	307.617	41.1492	307.617	40.3593	307.617	39.9794
319.336	82.5255	319.336	82.467	319.336	82.0926	319.336	81.4145	319.336	41.0319	319.336	40.3538	319.336	39.9794
329.59	82.5194	329.59	82.4239	329.59	81.9267	329.59	81.2206	329.59	41.1827	329.59	40.4766	329.59	39.9794
341.309	82.1107	341.309	81.9777	341.309	81.4245	341.309	80.8859	341.309	41.0713	341.309	40.5326	341.309	39.9794
353.027	82.3936	353.027	82.2247	353.027	81.3213	353.027	80.4205	353.027	41.7837	353.027	40.8828	353.027	39.9794
366.211	82.9627	366.211	82.7683	366.211	81.6926	366.211	80.5695	366.211	42.1783	366.211	41.0551	366.211	39.9794
379.395	83.842	379.395	83.6527	379.395	82.519	379.395	81.3873	379.395	42.2448	379.395	41.1131	379.395	39.9794
392.578	83.6025	392.578	83.435	392.578	82.3867	392.578	81.176	392.578	42.2384	392.578	41.0277	392.578	39.9794
405.762	83.211	405.762	83.0138	405.762	81.8547	405.762	80.613	405.762	42.3802	405.762	41.1385	405.762	39.9794
420.41	83.6796	420.41	83.5141	420.41	82.3591	420.41	80.8188	420.41	42.6747	420.41	41.1344	420.41	39.9794
435.059	83.1824	435.059	83.0365	435.059	82.025	435.059	80.7072	435.059	42.3087	435.059	40.9909	435.059	39.9794
451.172	83.4898	451.172	83.3219	451.172	82.1353	451.172	80.4113	451.172	42.89	451.172	41.1659	451.172	39.9794
465.82	83.3441	465.82	83.1671	465.82	82.0333	465.82	80.3006	465.82	42.8459	465.82	41.1132	465.82	39.9794
483.398	83.0345	483.398	82.8757	483.398	81.7397	483.398	80.023	483.398	42.8321	483.398	41.1154	483.398	39.9794
499.512	83.0943	499.512	82.9238	499.512	81.7533	499.512	80.0455	499.512	42.8576	499.512	41.1499	499.512	39.9794
517.09	83.1729	517.09	83.0039	517.09	81.8003	517.09	80.1048	517.09	42.8785	517.09	41.183	517.09	39.9794
536.133	82.589	536.133	82.4105	536.133	81.1366	536.133	79.4641	536.133	42.9258	536.133	41.2533	536.133	39.9794
555.176	83.3025	555.176	83.1255	555.176	81.7389	555.176	79.4218	555.176	43.6831	555.176	41.366	555.176	39.9794
574.219	83.047	574.219	82.9412	574.219	81.7948	574.219	79.6129	574.219	43.3077	574.219	41.1257	574.219	39.9794
594.727	82.3208	594.727	82.2373	594.727	81.2947	594.727	79.3178	594.727	42.899	594.727	40.922	594.727	39.9794
615.234	81.6282	615.234	81.6278	615.234	81.0079	615.234	79.2221	615.234	42.3851	615.234	40.5993	615.234	39.9794
637.207	82.2728	637.207	82.0769	637.207	81.2583	637.207	79.3153	637.207	42.7409	637.207	40.798	637.207	39.9794
659.18	83.0891	659.18	82.8612	659.18	81.5946	659.18	79.2312	659.18	43.6094	659.18	41.2459	659.18	39.9794
682.617	83.209	682.617	82.953	682.617	81.6267	682.617	79.3151	682.617	43.6173	682.617	41.3058	682.617	39.9794
707.52	83.6391	707.52	83.3892	707.52	82.0583	707.52	79.5885	707.52	43.7801	707.52	41.3103	707.52	39.9794
732.422	83.8669	732.422	83.5424	732.422	82.1406	732.422	79.6747	732.422	43.8471	732.422	41.3812	732.422	39.9794
757.324	83.9832	757.324	83.7166	757.324	82.3539	757.324	79.9581	757.324	43.7379	757.324	41.3422	757.324	39.9794
785.156	84.431	785.156	84.1022	785.156	82.6504	785.156	80.1419	785.156	43.9398	785.156	41.4312	785.156	39.9794
811.523	84.2273	811.523	83.8734	811.523	82.2929	811.523	79.8209	811.523	44.0319	811.523	41.5599	811.523	39.9794
840.82	84.4876	840.82	84.1211	840.82	82.3123	840.82	79.8098	840.82	44.2907	840.82	41.7882	840.82	39.9794
870.117	84.5197	870.117	84.1036	870.117	82.1408	870.117	79.5632	870.117	44.5198	870.117	41.9422	870.117	39.9794
900.879	85.0016	900.879	84.6211	900.879	82.5415	900.879	79.7844	900.879	44.8161	900.879	42.059	900.879	39.9794
933.105	85.0018	933.105	84.5854	933.105	82.429	933.105	79.6998	933.105	44.865	933.105	42.1358	933.105	39.9794
965.332	85.1213	965.332	84.7459	965.332	82.5418	965.332	79.6548	965.332	45.0706	965.332	42.1835	965.332	39.9794
1,000.49	85.0428	1,000.49	84.6416	1,000.49	82.2936	1,000.49	79.3982	1,000.49	45.2228	1,000.49	42.3274	1,000.49	39.9794
1,035.64	84.4185	1,035.64	84.0953	1,035.64	81.906	1,035.64	79.1164	1,035.64	44.9583	1,035.64	42.1687	1,035.64	39.9794
1,072.27	83.9878	1,072.27	83.6681	1,072.27	81.5607	1,072.27	78.7153	1,072.27	44.9322	1,072.27	42.0868	1,072.27	39.9794
1,108.89	83.6021	1,108.89	83.3342	1,108.89	81.3231	1,108.89	78.5407	1,108.89	44.7729	1,108.89	41.9905	1,108.89	39.9794
1,148.44	83.6332	1,148.44	83.2432	1,148.44	81.2417	1,148.44	78.4183	1,148.44	44.8043	1,148.44	41.9809	1,148.44	39.9794
1,189.45	84.3131	1,189.45	83.9462	1,189.45	81.6138	1,189.45	78.5642	1,189.45	45.3615	1,189.45	42.3119	1,189.45	39.9794
1,230.47	84.4335	1,230.47	84.0029	1,230.47	81.7748	1,230.47	78.6786	1,230.47	45.3036	1,230.47	42.2074	1,230.47	39.9794
1,274.41	84.2738	1,274.41	83.8846	1,274.41	81.7462	1,274.41	78.5882	1,274.41	45.2758	1,274.41	42.1178	1,274.41	39.9794
1,319.82	83.8243	1,319.82	83.6005	1,319.82	81.5734	1,319.82	78.4814	1,319.82	45.0985	1,319.82	42.0065	1,319.82	39.9794
