"Early Reflections"											
"Floor Bounce"		"Ceiling Bounce"		"Front Wall Bounce"		"Side Wall Bounce"		"Rear Wall Bounce"		"Total Early Reflection"	
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	40.9211	20.5078	32.3374	20.5078	39.3821	20.5078	34.5766	20.5078	43.6708	20.5078	38.8927
21.9727	41.3945	21.9727	35.2116	21.9727	39.9817	21.9727	36.2237	21.9727	45.9067	21.9727	40.3193
23.4375	43.754	23.4375	37.3633	23.4375	42.4642	23.4375	38.6734	23.4375	46.5848	23.4375	42.0966
24.9023	45.0561	24.9023	40.2133	24.9023	43.9096	24.9023	41.0286	24.9023	48.4305	24.9023	43.8818
26.3672	46.4666	26.3672	42.5157	26.3672	45.4611	26.3672	43.1561	26.3672	49.9241	26.3672	45.5551
27.832	48.2302	27.832	44.6034	27.832	47.3061	27.832	45.2358	27.832	51.2012	27.832	47.2869
29.2969	49.9742	29.2969	46.9738	29.2969	49.1671	29.2969	47.5283	29.2969	52.666	29.2969	49.1662
30.7617	51.571	30.7617	48.8585	30.7617	50.8315	30.7617	49.3851	30.7617	53.976	30.7617	50.8008
32.2266	53.1768	32.2266	50.9514	32.2266	52.5327	32.2266	51.4069	32.2266	55.4607	32.2266	52.5607
33.6914	54.8941	33.6914	52.8478	33.6914	54.2982	33.6914	53.3057	33.6914	56.7634	33.6914	54.2712
35.1563	56.387	35.1563	54.6435	35.1563	55.8555	35.1563	55.0493	35.1563	58.2017	35.1563	55.8747
36.6211	58.0468	36.6211	56.3931	36.6211	57.5474	36.6211	56.8088	36.6211	59.5064	36.6211	57.5158
38.0859	59.3818	38.0859	57.9167	38.0859	58.9179	38.0859	58.2989	38.0859	60.8003	38.0859	58.9212
39.5508	60.9261	39.5508	59.725	39.5508	60.5238	39.5508	60.0558	39.5508	62.2812	39.5508	60.5673
41.0156	62.8193	41.0156	61.5786	41.0156	62.4593	41.0156	61.9085	41.0156	63.5416	41.0156	62.3522
42.4805	63.8825	42.4805	62.6801	42.4805	63.5189	42.4805	63.0404	42.4805	64.6803	42.4805	63.4535
43.9453	65.0784	43.9453	63.905	43.9453	64.7201	43.9453	64.2748	43.9453	65.8059	43.9453	64.6565
45.4102	66.3958	45.4102	65.3346	45.4102	66.0481	45.4102	65.7061	45.4102	67.1073	45.4102	66.0258
46.875	67.6776	46.875	66.6875	46.875	67.3529	46.875	67.037	46.875	68.2584	46.875	67.3195
48.3398	68.9092	48.3398	67.9153	48.3398	68.596	48.3398	68.2638	48.3398	69.3365	48.3398	68.5304
51.2695	71.074	51.2695	70.1961	51.2695	70.7713	51.2695	70.5532	51.2695	71.4837	51.2695	70.7528
52.7344	72.1833	52.7344	71.3392	52.7344	71.8927	52.7344	71.6872	52.7344	72.5003	52.7344	71.8654
54.1992	73.1733	54.1992	72.3664	54.1992	72.8934	54.1992	72.7062	54.1992	73.4274	54.1992	72.8645
55.6641	74.1138	55.6641	73.3507	55.6641	73.8479	55.6641	73.6794	55.6641	74.333	55.6641	73.8209
58.5938	75.9162	58.5938	75.1868	58.5938	75.6567	58.5938	75.5229	58.5938	76.0527	58.5938	75.6333
60.0586	76.8579	60.0586	76.1341	60.0586	76.6003	60.0586	76.472	60.0586	76.9333	60.0586	76.5711
62.9883	78.5327	62.9883	77.8796	62.9883	78.289	62.9883	78.2077	62.9883	78.6206	62.9883	78.2816
64.4531	79.1706	64.4531	78.5538	64.4531	78.9341	64.4531	78.8797	64.4531	79.2703	64.4531	78.9397
67.3828	80.1171	67.3828	79.5236	67.3828	79.8829	67.3828	79.8557	67.3828	80.1755	67.3828	79.8954
68.8477	80.4859	68.8477	79.8909	68.8477	80.2493	68.8477	80.2288	68.8477	80.5116	68.8477	80.2609
71.7773	81.385	71.7773	80.8495	71.7773	81.1579	71.7773	81.1804	71.7773	81.4444	71.7773	81.1932
74.707	81.7298	74.707	81.2602	74.707	81.5199	74.707	81.574	74.707	81.7927	74.707	81.5687
77.6367	81.7157	77.6367	81.2404	77.6367	81.5021	77.6367	81.5623	77.6367	81.7193	77.6367	81.5469
79.1016	81.8745	79.1016	81.4218	79.1016	81.6646	79.1016	81.7427	79.1016	81.8952	79.1016	81.7195
82.0313	82.2108	82.0313	81.7996	82.0313	82.0188	82.0313	82.101	82.0313	82.1885	82.0313	82.0684
84.9609	82.0836	84.9609	81.6868	84.9609	81.9086	84.9609	81.9632	84.9609	81.9461	84.9609	81.9297
87.8906	82.1207	87.8906	81.7294	87.8906	81.941	87.8906	82.0104	87.8906	81.9934	87.8906	81.9712
90.8203	81.9525	90.8203	81.5636	90.8203	81.7139	90.8203	81.9507	90.8203	82.262	90.8203	81.8829
95.2148	82.0724	95.2148	81.7861	95.2148	81.9376	95.2148	82.02	95.2148	81.8797	95.2148	81.9615
98.1445	81.9228	98.1445	81.6271	98.1445	81.7533	98.1445	81.9092	98.1445	81.8937	98.1445	81.8356
101.074	82.0923	101.074	81.8264	101.074	81.9358	101.074	82.093	101.074	82.0637	101.074	82.0175
105.469	81.9185	105.469	81.672	105.469	81.7575	105.469	81.943	105.469	81.951	105.469	81.8611
108.398	81.9718	108.398	81.7061	108.398	81.8119	108.398	81.9826	108.398	81.9372	108.398	81.8994
112.793	82.4098	112.793	82.1677	112.793	82.2685	112.793	82.414	112.793	82.2911	112.793	82.3326
117.188	82.2498	117.188	82.0095	117.188	82.1072	117.188	82.2449	117.188	82.1179	117.188	82.1674
120.117	82.7065	120.117	82.4803	120.117	82.5747	120.117	82.6876	120.117	82.529	120.117	82.6179
124.512	82.6158	124.512	82.3651	124.512	82.4701	124.512	82.6235	124.512	82.48	124.512	82.5359
128.906	82.5675	128.906	82.3244	128.906	82.4433	128.906	82.5772	128.906	82.3418	128.906	82.4848
133.301	82.6903	133.301	82.4595	133.301	82.566	133.301	82.6714	133.301	82.4115	133.301	82.5919
139.16	82.7153	139.16	82.4892	139.16	82.5717	139.16	82.7189	139.16	82.5512	139.16	82.6339
143.555	82.831	143.555	82.5664	143.555	82.677	143.555	82.8012	143.555	82.6309	143.555	82.7254
147.949	82.7466	147.949	82.4844	147.949	82.5921	147.949	82.7325	147.949	82.6133	147.949	82.6548
153.809	83.1033	153.809	82.7131	153.809	82.9453	153.809	82.9674	153.809	82.6665	153.809	82.915
159.668	83.4195	159.668	82.9791	159.668	83.2345	159.668	83.2379	159.668	82.8061	159.668	83.1816
165.527	83.4413	165.527	83.0265	165.527	83.2717	165.527	83.2882	165.527	82.9278	165.527	83.2322
171.387	83.3964	171.387	83.0213	171.387	83.2492	171.387	83.2586	171.387	82.9052	171.387	83.2061
177.246	83.3371	177.246	82.987	177.246	83.2004	177.246	83.1805	177.246	82.8123	177.246	83.1415
183.105	83.3118	183.105	82.9201	183.105	83.1656	183.105	83.1083	183.105	82.702	183.105	83.0818
188.965	83.417	188.965	82.9307	188.965	83.265	188.965	83.1458	188.965	82.6753	188.965	83.135
196.289	83.5667	196.289	83.1015	196.289	83.4304	196.289	83.3026	196.289	82.7613	196.289	83.2875
203.613	83.4856	203.613	82.9967	203.613	83.3576	203.613	83.1034	203.613	82.481	203.613	83.1408
210.938	83.5642	210.938	82.8399	210.938	83.3772	210.938	83.1292	210.938	82.4461	210.938	83.1454
218.262	83.5023	218.262	82.8559	218.262	83.3397	218.262	83.0868	218.262	82.4195	218.262	83.1099
225.586	83.4547	225.586	82.7927	225.586	83.3255	225.586	83.0124	225.586	82.3462	225.586	83.0573
232.91	83.4357	232.91	82.8676	232.91	83.3661	232.91	82.9541	232.91	82.0949	232.91	83.0287
241.699	83.4523	241.699	82.7885	241.699	83.3271	241.699	82.8575	241.699	81.956	241.699	82.9615
250.488	83.4935	250.488	82.5339	250.488	83.2866	250.488	82.725	250.488	81.7094	250.488	82.8553
259.277	83.6166	259.277	82.8192	259.277	83.4786	259.277	82.9894	259.277	81.9249	259.277	83.0776
268.066	83.1777	268.066	82.2442	268.066	82.9345	268.066	82.3867	268.066	81.3877	268.066	82.5227
276.855	83.17	276.855	82.1371	276.855	82.9986	276.855	82.3512	276.855	81.1948	276.855	82.4993
287.109	83.3497	287.109	82.5051	287.109	83.3047	287.109	82.6292	287.109	81.2622	287.109	82.7648
297.363	83.2341	297.363	82.5112	297.363	83.2901	297.363	82.5605	297.363	81.0742	297.363	82.7052
307.617	83.0573	307.617	82.2715	307.617	82.9724	307.617	82.5884	307.617	81.4045	307.617	82.5988
319.336	82.5603	319.336	81.9195	319.336	82.4549	319.336	82.0177	319.336	81.0102	319.336	82.0926
329.59	82.4708	329.59	81.8508	329.59	82.4039	329.59	81.7515	329.59	80.6461	329.59	81.9267
341.309	82.247	341.309	81.3285	341.309	81.9462	341.309	81.0757	341.309	80.3048	341.309	81.4245
353.027	82.6676	353.027	80.414	353.027	82.1901	353.027	80.8617	353.027	79.4045	353.027	81.3213
366.211	83.1232	366.211	80.3925	366.211	82.7303	366.211	81.2219	366.211	79.3358	366.211	81.6926
379.395	83.6649	379.395	81.5823	379.395	83.618	379.395	81.9837	379.395	80.349	379.395	82.519
392.578	83.4881	392.578	81.6863	392.578	83.4031	392.578	81.881	392.578	80.2491	392.578	82.3867
405.762	83.0565	405.762	81.2193	405.762	82.9748	405.762	81.2268	405.762	79.4854	405.762	81.8547
420.41	83.5304	420.41	81.5419	420.41	83.4853	420.41	81.8699	420.41	79.5715	420.41	82.3591
435.059	83.0071	435.059	81.3911	435.059	83.0112	435.059	81.6219	435.059	79.6791	435.059	82.025
451.172	83.3011	451.172	81.1339	451.172	83.2949	451.172	81.6819	451.172	79.248	451.172	82.1353
465.82	83.0157	465.82	81.2878	465.82	83.1383	465.82	81.6265	465.82	79.2429	465.82	82.0333
483.398	82.8468	483.398	80.9784	483.398	82.8496	483.398	81.297	483.398	78.849	483.398	81.7397
499.512	82.885	499.512	80.8347	499.512	82.897	499.512	81.3051	499.512	78.8869	499.512	81.7533
517.09	82.9705	517.09	80.8656	517.09	82.9775	517.09	81.3181	517.09	78.86	517.09	81.8003
536.133	82.3756	536.133	79.9855	536.133	82.3851	536.133	80.6204	536.133	78.1176	536.133	81.1366
555.176	82.8671	555.176	80.016	555.176	83.1076	555.176	81.3882	555.176	78.0227	555.176	81.7389
574.219	82.7914	574.219	80.3978	574.219	82.9346	574.219	81.6143	574.219	78.3528	574.219	81.7948
