"Estimated In-Room Response"
"Estimated In-Room Response"
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	49.5785
21.9727	46.9682
23.4375	49.7112
24.9023	50.3679
26.3672	53.6159
27.832	56.2221
29.2969	56.8248
30.7617	57.8551
32.2266	58.7745
33.6914	61.2031
35.1562	62.9562
36.6211	63.9498
38.0859	65.0508
39.5508	66.33
41.0156	67.9848
42.4805	68.9425
43.9453	69.9639
45.4102	71.137
46.875	72.2068
48.3398	73.1416
51.2695	75.164
52.7344	76.1211
54.1992	76.9494
55.6641	77.6479
58.5938	79.0694
60.0586	79.6261
62.9883	80.6871
64.4531	81.0603
67.3828	81.5103
68.8477	81.6546
71.7773	82.0846
74.707	82.3114
77.6367	82.2498
79.1016	82.3167
82.0312	82.5522
84.9609	82.4372
87.8906	82.4448
90.8203	82.6469
95.2148	82.7082
98.1445	82.7666
101.074	82.8953
105.469	82.9526
108.398	83.0193
112.793	83.2182
117.188	83.3515
120.117	83.3551
124.512	83.4917
128.906	83.7035
133.301	83.7683
139.16	83.8532
143.555	83.9707
147.949	84.0667
153.809	84.1685
159.668	84.2061
165.527	84.3688
171.387	84.3725
177.246	84.3671
183.105	84.3606
188.965	84.3542
196.289	84.5435
203.613	84.4415
210.938	84.3237
218.262	84.3068
225.586	84.1919
232.91	84.1161
241.699	84.0234
250.488	83.8618
259.277	83.9163
268.066	83.6883
276.855	83.5691
287.109	83.5739
297.363	83.453
307.617	83.305
319.336	83.0416
329.59	83.0454
341.309	82.7642
353.027	82.6986
366.211	82.5246
379.395	82.6754
392.578	82.1919
405.762	82.1741
420.41	82.1726
435.059	81.7817
451.172	82.048
465.82	81.756
483.398	81.68
499.512	81.6672
517.09	81.2868
536.133	80.9602
555.176	81.1449
574.219	80.7838
594.727	80.9792
615.234	81.3358
637.207	80.9458
659.18	80.5215
682.617	81.0557
707.52	80.9347
732.422	80.7496
757.324	81.1319
785.156	80.9361
811.523	81.2753
840.82	81.8226
870.117	81.7244
900.879	82.0179
933.105	81.7245
965.332	81.4302
1,000.49	81.1757
1,035.64	81.2566
1,072.27	81.213
1,108.89	81.278
1,148.44	81.5509
1,189.45	81.6145
1,230.47	81.5938
1,274.41	81.2593
1,319.82	80.6189
1,366.7	80.3772
1,413.57	80.2457
1,463.38	80.6872
1,516.11	80.9188
1,568.85	80.9237
1,624.51	80.8631
1,681.64	80.5089
1,741.7	79.4112
1,803.22	79.5225
1,866.21	79.5003
1,932.13	79.8687
1,999.51	79.5427
2,069.82	79.1309
2,143.07	79.437
2,219.24	80.5715
2,296.88	80.6103
2,378.91	79.9762
2,462.4	79.8573
2,548.83	81.5672
2,639.65	81.8421
2,731.93	81.0536
2,828.61	80.6439
2,928.22	80.9231
3,030.76	81.0174
3,137.7	80.957
3,249.02	80.8243
3,363.28	80.553
3,481.93	80.3155
3,604.98	80.1595
3,732.42	79.9755
3,864.26	78.7461
4,000.49	78.6826
4,141.11	78.5336
4,287.6	78.4523
4,438.48	78.4031
4,595.21	78.2188
4,756.35	77.5367
4,924.8	77.0978
5,097.66	77.2244
5,277.83	76.4132
5,463.87	77.0343
5,657.23	77.1703
5,856.45	76.8604
6,062.99	76.7102
6,276.86	76.5837
6,498.05	76.2396
6,726.56	76.5637
6,963.87	76.238
7,209.96	76.1497
7,464.84	75.8086
7,727.05	75.8646
7,999.51	75.4357
8,282.23	75.3551
8,573.73	75.1147
8,876.95	74.8908
9,188.96	74.9355
9,514.16	74.8108
9,849.61	74.8267
10,196.8	74.9291
10,555.7	75.255
10,927.7	75.8147
11,313	76.2864
11,712.9	76.6765
12,126	76.7795
12,553.7	76.6482
12,996.1	76.3631
13,454.6	75.9185
13,929.2	75.551
14,419.9	75.3113
14,928.2	75.1826
15,455.6	74.9713
16,000.5	74.6161
16,564.5	74.1814
17,148.9	73.635
17,752.4	72.9806
18,379.4	72.517
19,026.9	73.206
19,697.8	73.9413
19,999.5	74.2049
