"CEA2034"
"On Axis"		"Listening Window"		"Early Reflections"		"Sound Power"		"Sound Power DI"		"Early Reflections DI"		"DI offset"
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	60.4671	20.5078	60.4707	20.5078	60.4787	20.5078	60.5494	20.5078	49.9006	20.5078	49.9714	20.5078	49.9794
21.2402	58.9541	21.2402	58.951	21.2402	58.9122	21.2402	58.9067	21.2402	50.0237	21.2402	50.0182	21.2402	49.9794
21.9727	60.4746	21.9727	60.4727	21.9727	60.4354	21.9727	60.4325	21.9727	50.0196	21.9727	50.0167	21.9727	49.9794
22.7051	60.4766	22.7051	60.4706	22.7051	60.4036	22.7051	60.3499	22.7051	50.1001	22.7051	50.0464	22.7051	49.9794
23.4375	60.9825	23.4375	60.9766	23.4375	60.9119	23.4375	60.8562	23.4375	50.0998	23.4375	50.0441	23.4375	49.9794
24.1699	61.208	24.1699	61.2011	24.1699	61.1285	24.1699	61.0642	24.1699	50.1163	24.1699	50.052	24.1699	49.9794
25.6348	62.2293	25.6348	62.2219	25.6348	62.1453	25.6348	62.0752	25.6348	50.1261	25.6348	50.056	25.6348	49.9794
26.3672	62.8725	26.3672	62.8651	26.3672	62.7876	26.3672	62.7181	26.3672	50.1265	26.3672	50.0569	26.3672	49.9794
27.0996	63.2694	27.0996	63.2618	27.0996	63.1834	27.0996	63.1116	27.0996	50.1296	27.0996	50.0578	27.0996	49.9794
27.832	63.7	27.832	63.6926	27.832	63.6155	27.832	63.5502	27.832	50.1218	27.832	50.0565	27.832	49.9794
29.2969	64.397	29.2969	64.3886	29.2969	64.3037	29.2969	64.2233	29.2969	50.1447	29.2969	50.0643	29.2969	49.9794
30.0293	64.9305	30.0293	64.9237	30.0293	64.851	30.0293	64.7938	30.0293	50.1093	30.0293	50.0521	30.0293	49.9794
31.4941	65.5261	31.4941	65.5179	31.4941	65.4356	31.4941	65.3591	31.4941	50.1382	31.4941	50.0617	31.4941	49.9794
32.2266	65.9569	32.2266	65.9476	32.2266	65.8555	32.2266	65.7637	32.2266	50.1632	32.2266	50.0714	32.2266	49.9794
33.6914	66.5471	33.6914	66.5374	33.6914	66.4436	33.6914	66.3469	33.6914	50.1699	33.6914	50.0732	33.6914	49.9794
34.4238	66.949	34.4238	66.9392	34.4238	66.8447	34.4238	66.7499	34.4238	50.1687	34.4238	50.0739	34.4238	49.9794
35.8887	67.6311	35.8887	67.6211	35.8887	67.5268	35.8887	67.4322	35.8887	50.1683	35.8887	50.0738	35.8887	49.9794
37.3535	68.3204	37.3535	68.31	37.3535	68.2121	37.3535	68.113	37.3535	50.1765	37.3535	50.0773	37.3535	49.9794
38.8184	68.8358	38.8184	68.8237	38.8184	68.7128	38.8184	68.5905	38.8184	50.2127	38.8184	50.0904	38.8184	49.9794
39.5508	69.2297	39.5508	69.2182	39.5508	69.1119	39.5508	68.9998	39.5508	50.1977	39.5508	50.0856	39.5508	49.9794
41.0156	69.9766	41.0156	69.9647	41.0156	69.8552	41.0156	69.74	41.0156	50.2041	41.0156	50.0889	41.0156	49.9794
42.4805	70.2942	42.4805	70.2804	42.4805	70.1547	42.4805	70.0203	42.4805	50.2396	42.4805	50.1051	42.4805	49.9794
