"Directivity Index"
"Sound Power DI"		"Early Reflections DI"
"Frequency [Hz]"	"[dB] Directivity Index "	"Frequency [Hz]"	"[dB] Directivity Index "
20.5078	-3.3644	20.5078	0.330851
21.9727	-4.621	21.9727	-0.860223
23.4375	-2.88455	23.4375	-0.0347687
24.9023	-3.41913	24.9023	-0.580922
26.3672	-3.12708	26.3672	-0.674129
27.832	-3.0433	27.832	-0.802137
29.2969	-2.77259	29.2969	-0.815527
30.7617	-2.58185	30.7617	-0.765636
32.2266	-2.32804	32.2266	-0.722692
33.6914	-2.10514	33.6914	-0.678236
35.1563	-1.86623	35.1563	-0.608549
36.6211	-1.66658	36.6211	-0.547948
38.0859	-1.52537	38.0859	-0.509066
39.5508	-1.41809	39.5508	-0.479937
41.0156	-1.24503	41.0156	-0.419571
42.4805	-1.15824	42.4805	-0.3921
43.9453	-1.06699	43.9453	-0.362287
45.4102	-0.981423	45.4102	-0.333772
46.875	-0.88917	46.875	-0.300704
48.3398	-0.871639	48.3398	-0.297597
51.2695	-0.710345	51.2695	-0.240329
52.7344	-0.747536	52.7344	-0.258677
54.1992	-0.65418	54.1992	-0.22895
55.6641	-0.517526	55.6641	-0.176302
58.5938	-0.438742	58.5938	-0.147434
60.0586	-0.396467	60.0586	-0.132503
62.9883	-0.365941	62.9883	-0.122143
64.4531	-0.383817	64.4531	-0.129036
67.3828	-0.363497	67.3828	-0.120543
68.8477	-0.339881	68.8477	-0.111486
71.7773	-0.260425	71.7773	-0.0813189
74.707	-0.169418	74.707	-0.0473754
77.6367	-0.154998	77.6367	-0.0411916
79.1016	-0.15418	79.1016	-0.0404424
82.0313	-0.13512	82.0313	-0.0316355
84.9609	-0.0792051	84.9609	-0.0090693
87.8906	-0.0139988	87.8906	0.016261
90.8203	-0.00389278	90.8203	0.0234481
95.2148	0.190952	95.2148	0.096693
98.1445	0.138186	98.1445	0.0810636
101.074	0.20746	101.074	0.109307
105.469	0.13992	105.469	0.0893191
108.398	0.19653	108.398	0.113401
112.793	0.24498	112.793	0.141348
117.188	0.359687	117.188	0.190293
120.117	0.34182	120.117	0.187032
124.512	0.472591	124.512	0.243366
128.906	0.561507	128.906	0.270743
133.301	0.557087	133.301	0.278662
139.16	0.649243	139.16	0.322009
143.555	0.749755	143.555	0.365841
147.949	0.852569	147.949	0.40947
153.809	0.967117	153.809	0.456668
159.668	1.04152	159.668	0.486191
165.527	1.15303	165.527	0.534422
171.387	1.37005	171.387	0.602609
177.246	1.52665	177.246	0.630113
183.105	1.52276	183.105	0.611962
188.965	1.57215	188.965	0.61525
196.289	1.36472	196.289	0.542676
203.613	1.48079	203.613	0.60134
210.938	1.62154	210.938	0.654336
218.262	1.56278	218.262	0.632724
225.586	1.63703	225.586	0.69302
232.91	1.93354	232.91	0.774671
241.699	1.86415	241.699	0.721379
250.488	2.05616	250.488	0.800615
259.277	2.11139	259.277	0.801159
268.066	1.9441	268.066	0.757536
276.855	2.23447	276.855	0.807689
287.109	2.22765	287.109	0.751086
297.363	2.06559	297.363	0.70034
307.617	2.16153	307.617	0.711697
319.336	1.96835	319.336	0.720897
329.59	2.36088	329.59	0.905551
341.309	2.02625	341.309	0.799007
353.027	2.69675	353.027	1.14612
366.211	2.91148	366.211	1.08716
379.395	3.05692	379.395	1.0757
392.578	2.73469	392.578	0.884234
405.762	2.69802	405.762	0.977305
420.41	3.38447	420.41	1.14016
435.059	3.03958	435.059	0.962273
451.172	3.3853	451.172	1.0451
465.82	3.33951	465.82	1.00473
483.398	3.84003	483.398	1.4699
499.512	5.19793	499.512	2.31995
517.09	4.64051	517.09	1.71601
536.133	4.43873	536.133	1.73479
555.176	5.0735	555.176	1.86749
574.219	4.83446	574.219	1.69118
594.727	4.59485	594.727	1.54438
615.234	5.03775	615.234	1.82258
637.207	4.65604	637.207	1.66206
659.18	5.34334	659.18	1.99909
682.617	4.83251	682.617	1.73583
707.52	5.3476	707.52	2.10207
732.422	5.63616	732.422	2.21646
757.324	5.79259	757.324	2.38252
785.156	6.10628	785.156	2.45661
811.523	5.80236	811.523	2.30745
840.82	5.98721	840.82	2.3431
870.117	5.7188	870.117	2.23421
900.879	5.86361	900.879	2.28851
933.105	5.73589	933.105	2.21804
965.332	5.94885	965.332	2.40599
1,000.49	6.10519	1,000.49	2.48981
1,035.64	6.07386	1,035.64	2.52033
1,072.27	6.23595	1,072.27	2.72963
1,108.89	6.09249	1,108.89	2.66754
1,148.44	6.11948	1,148.44	2.72261
1,189.45	6.04351	1,189.45	2.72994
1,230.47	6.23364	1,230.47	2.80323
1,274.41	6.32065	1,274.41	2.89486
1,319.82	6.20873	1,319.82	2.92017
1,366.7	6.00267	1,366.7	2.88489
1,413.57	5.79838	1,413.57	2.77591
1,463.38	6.18844	1,463.38	2.8977
1,516.11	5.87853	1,516.11	2.78244
1,568.85	5.29261	1,568.85	2.45259
1,624.51	4.96588	1,624.51	2.31526
1,681.64	4.62288	1,681.64	2.25741
1,741.7	4.74122	1,741.7	2.1178
1,803.22	4.45969	1,803.22	1.90045
1,866.21	4.36354	1,866.21	1.71072
1,932.13	4.09136	1,932.13	1.7222
1,999.51	4.37095	1,999.51	1.42572
2,069.82	4.11819	2,069.82	1.30661
2,143.07	4.00474	2,143.07	1.25377
2,219.24	3.69118	2,219.24	0.981133
2,296.88	3.45018	2,296.88	1.04301
2,378.91	3.43738	2,378.91	1.12681
2,462.4	4.24809	2,462.4	1.23225
2,548.83	4.24719	2,548.83	1.27858
2,639.65	4.67103	2,639.65	1.57974
2,731.93	4.93594	2,731.93	1.67002
2,828.61	5.23174	2,828.61	1.80354
2,928.22	5.60392	2,928.22	1.9475
3,030.76	5.69431	3,030.76	1.97671
3,137.7	5.80259	3,137.7	2.0936
3,249.02	5.59466	3,249.02	2.03608
3,363.28	5.30296	3,363.28	1.97074
3,481.93	4.86486	3,481.93	1.85313
3,604.98	4.69952	3,604.98	1.77999
3,732.42	4.29961	3,732.42	1.43945
3,864.26	4.30472	3,864.26	1.26311
4,000.49	4.06058	4,000.49	1.00957
4,141.11	3.9022	4,141.11	0.82723
4,287.6	3.95398	4,287.6	0.85107
4,438.48	3.81689	4,438.48	0.728327
4,595.21	3.91517	4,595.21	0.745281
4,756.35	3.87883	4,756.35	0.729597
4,924.8	3.9987	4,924.8	0.806156
5,097.66	4.28217	5,097.66	0.892058
5,277.83	4.34585	5,277.83	0.948082
5,463.87	4.40045	5,463.87	0.856359
5,657.23	4.55704	5,657.23	1.00626
5,856.45	4.85329	5,856.45	1.26366
6,062.99	5.12905	6,062.99	1.47791
6,276.86	5.46921	6,276.86	1.71865
6,498.05	5.66596	6,498.05	1.87909
6,726.56	5.82448	6,726.56	2.01744
6,963.87	5.94362	6,963.87	2.15276
7,209.96	6.1342	7,209.96	2.2824
7,464.84	6.37331	7,464.84	2.44565
7,727.05	6.46758	7,727.05	2.47919
7,999.51	6.46402	7,999.51	2.43723
8,282.23	6.46659	8,282.23	2.4231
8,573.73	6.6323	8,573.73	2.43314
8,876.95	6.70356	8,876.95	2.45556
9,188.96	6.98394	9,188.96	2.68887
9,514.16	7.24061	9,514.16	2.88497
9,849.61	7.45218	9,849.61	3.06573
10,196.8	7.6076	10,196.8	3.12885
10,555.7	7.72364	10,555.7	3.18317
10,927.7	8.03432	10,927.7	3.3221
11,313	8.31885	11,313	3.47644
11,712.9	8.57741	11,712.9	3.69389
12,126	8.84938	12,126	3.91347
12,553.7	9.04787	12,553.7	4.03792
12,996.1	9.34617	12,996.1	4.14713
13,454.6	9.57157	13,454.6	4.22612
13,929.2	9.60728	13,929.2	4.28565
14,419.9	9.68947	14,419.9	4.33919
14,928.2	9.84627	14,928.2	4.47007
15,455.6	9.95722	15,455.6	4.58248
16,000.5	9.98216	16,000.5	4.5857
16,564.5	9.99156	16,564.5	4.53473
17,148.9	9.95006	17,148.9	4.50806
17,752.4	10.0012	17,752.4	4.53441
18,379.4	10.1207	18,379.4	4.57379
19,026.9	10.1905	19,026.9	4.57885
19,697.8	10.2749	19,697.8	4.61672
19,999.5	10.2977	19,999.5	4.61285
