"Directivity Index"
"Sound Power DI"		"Early Reflections DI"
"Frequency / Hz"	"Directivity Index  / dB"	"Frequency / Hz"	"Directivity Index  / dB"
20.5078	-5.86235	20.5078	-3.79001
21.9727	-4.80778	21.9727	-2.90758
23.4375	-5.35705	23.4375	-3.3736
24.9023	-5.65691	24.9023	-3.60463
26.3672	-4.58452	26.3672	-2.79685
27.832	-4.22386	27.832	-2.54512
29.2969	-3.8606	29.2969	-2.29368
30.7617	-3.21967	30.7617	-1.85927
32.2266	-2.86382	32.2266	-1.62521
33.6914	-2.58145	33.6914	-1.44954
35.1562	-2.25581	35.1562	-1.24735
36.6211	-2.14227	36.6211	-1.18481
38.0859	-1.91388	38.0859	-1.05044
39.5508	-1.6783	39.5508	-0.912138
41.0156	-1.53894	41.0156	-0.833981
42.4805	-1.44397	42.4805	-0.781937
43.9453	-1.35709	43.9453	-0.735999
45.4102	-1.16912	45.4102	-0.631446
46.875	-1.05188	46.875	-0.562557
48.3398	-1.04635	48.3398	-0.56239
51.2695	-0.918198	51.2695	-0.495705
52.7344	-0.855632	52.7344	-0.462545
54.1992	-0.783837	54.1992	-0.424867
55.6641	-0.700438	55.6641	-0.379124
58.5938	-0.64482	58.5938	-0.351007
60.0586	-0.599948	60.0586	-0.326967
62.9883	-0.516326	62.9883	-0.283416
64.4531	-0.495939	64.4531	-0.272419
67.3828	-0.496778	67.3828	-0.274022
68.8477	-0.495985	68.8477	-0.274371
71.7773	-0.401305	71.7773	-0.224915
74.707	-0.288496	74.707	-0.165704
77.6367	-0.23056	77.6367	-0.135561
79.1016	-0.213761	79.1016	-0.126679
82.0312	-0.207443	82.0312	-0.124978
84.9609	-0.191751	84.9609	-0.114303
87.8906	-0.0887494	87.8906	-0.0618609
90.8203	0.177991	90.8203	0.0730524
95.2148	-0.149726	95.2148	-0.090832
98.1445	-0.0420471	98.1445	-0.0361242
101.074	0.00687549	101.074	-0.011707
105.469	0.104714	105.469	0.0337474
108.398	0.190438	108.398	0.0802896
112.793	0.256626	112.793	0.115927
117.188	0.385088	117.188	0.180419
120.117	0.390421	120.117	0.179118
124.512	0.319145	124.512	0.150136
128.906	0.316124	128.906	0.149605
133.301	0.329298	133.301	0.15681
139.16	0.382359	139.16	0.185287
143.555	0.434563	143.555	0.216505
147.949	0.494156	147.949	0.247487
153.809	0.560577	153.809	0.281346
159.668	0.573291	159.668	0.28668
165.527	0.541895	165.527	0.274733
171.387	0.660523	171.387	0.332786
177.246	0.838363	177.246	0.418256
183.105	0.703326	183.105	0.36233
188.965	0.862197	188.965	0.43869
196.289	0.945473	196.289	0.475934
203.613	1.11672	203.613	0.557065
210.938	1.16096	210.938	0.578306
218.262	1.08404	218.262	0.542413
225.586	1.12263	225.586	0.566521
232.91	1.3852	232.91	0.687094
241.699	1.44944	241.699	0.710748
250.488	1.48193	250.488	0.731164
259.277	1.64936	259.277	0.835464
268.066	1.59229	268.066	0.799893
276.855	1.68352	276.855	0.822135
287.109	1.85151	287.109	0.914256
297.363	1.85296	297.363	0.901963
307.617	2.03582	307.617	0.963787
319.336	2.05792	319.336	1.01693
329.59	2.22259	329.59	1.05507
341.309	2.12612	341.309	1.0106
353.027	2.48188	353.027	1.17702
366.211	2.46751	366.211	1.11487
379.395	2.68808	379.395	1.20757
392.578	2.44969	392.578	1.08302
405.762	2.4928	405.762	1.10471
420.41	2.89955	420.41	1.24755
435.059	2.47612	435.059	1.04875
451.172	2.92765	451.172	1.24888
465.82	2.92226	465.82	1.24165
483.398	2.82507	483.398	1.19402
499.512	2.74946	499.512	1.18226
517.09	2.91135	517.09	1.22748
536.133	2.66442	536.133	1.24171
555.176	3.55381	555.176	1.61176
574.219	3.13595	574.219	1.33687
594.727	2.68542	594.727	1.12301
615.234	3.0744	615.234	1.36574
637.207	3.04615	637.207	1.36151
659.18	3.54264	659.18	1.55814
682.617	3.60277	682.617	1.78778
707.52	3.99817	707.52	2.00852
732.422	3.96592	732.422	1.74046
757.324	4.06337	757.324	1.7599
785.156	4.03624	785.156	1.5834
811.523	4.15039	811.523	1.73013
840.82	4.64689	840.82	2.10772
870.117	4.88364	870.117	2.32016
900.879	5.0561	900.879	2.36978
933.105	5.11151	933.105	2.53932
965.332	5.17398	965.332	2.28724
1,000.49	4.86543	1,000.49	2.30085
1,035.64	4.5183	1,035.64	1.75372
1,072.27	4.61671	1,072.27	1.94207
1,108.89	4.70385	1,108.89	2.01473
1,148.44	4.90834	1,148.44	2.29755
1,189.45	4.38799	1,189.45	2.02576
1,230.47	3.84536	1,230.47	1.46951
1,274.41	4.29355	1,274.41	1.88518
1,319.82	4.70941	1,319.82	1.99439
1,366.7	4.658	1,366.7	1.85167
1,413.57	5.11807	1,413.57	2.28371
1,463.38	4.86252	1,463.38	2.0787
1,516.11	4.6741	1,516.11	1.8923
1,568.85	4.1079	1,568.85	1.46056
1,624.51	4.18843	1,624.51	1.41483
1,681.64	4.59619	1,681.64	1.76884
1,741.7	4.84794	1,741.7	2.36777
1,803.22	5.55612	1,803.22	2.30669
1,866.21	5.47953	1,866.21	2.13354
1,932.13	5.20176	1,932.13	1.96082
1,999.51	5.28435	1,999.51	2.11919
2,069.82	5.636	2,069.82	2.45389
2,143.07	6.09369	2,143.07	2.72676
2,219.24	6.12739	2,219.24	2.56625
2,296.88	6.09711	2,296.88	2.52146
2,378.91	5.71327	2,378.91	2.30773
2,462.4	6.63409	2,462.4	3.05399
2,548.83	7.19105	2,548.83	3.60853
2,639.65	6.80417	2,639.65	3.17836
2,731.93	6.24711	2,731.93	2.59455
2,828.61	6.65654	2,828.61	2.98897
2,928.22	7.14122	2,928.22	3.39362
3,030.76	7.4292	3,030.76	3.62212
3,137.7	7.5613	3,137.7	3.68761
3,249.02	7.34784	3,249.02	3.34224
3,363.28	7.49926	3,363.28	3.43801
3,481.93	7.77632	3,481.93	3.7007
3,604.98	7.56293	3,604.98	3.67136
3,732.42	7.84882	3,732.42	4.03148
3,864.26	8.04887	3,864.26	4.08335
4,000.49	7.86312	4,000.49	3.74341
4,141.11	7.96968	4,141.11	3.96652
4,287.6	8.26831	4,287.6	4.31823
4,438.48	8.18653	4,438.48	4.17991
4,595.21	7.94233	4,595.21	3.74267
4,756.35	7.79503	4,756.35	3.48847
4,924.8	8.29918	4,924.8	3.95287
5,097.66	7.83955	5,097.66	3.72182
5,277.83	7.60758	5,277.83	3.33844
5,463.87	7.89464	5,463.87	3.80764
5,657.23	7.87355	5,657.23	3.89767
5,856.45	7.6998	5,856.45	3.66014
6,062.99	7.64175	6,062.99	3.27124
6,276.86	7.73819	6,276.86	3.27581
6,498.05	7.723	6,498.05	3.3496
6,726.56	7.82053	6,726.56	3.76858
6,963.87	7.64651	6,963.87	3.68532
7,209.96	7.80802	7,209.96	3.67721
7,464.84	7.6513	7,464.84	3.48251
7,727.05	7.21765	7,727.05	3.01694
7,999.51	7.40794	7,999.51	3.33894
8,282.23	7.92537	8,282.23	3.65567
8,573.73	8.47101	8,573.73	4.12806
8,876.95	8.19201	8,876.95	3.81353
9,188.96	8.19278	9,188.96	3.87613
9,514.16	8.02954	9,514.16	3.71848
9,849.61	8.10731	9,849.61	3.66214
10,196.8	7.96511	10,196.8	3.42833
10,555.7	7.70803	10,555.7	3.34882
10,927.7	7.92977	10,927.7	3.48816
11,313	8.18589	11,313	3.66883
11,712.9	8.45225	11,712.9	3.98106
12,126	8.72007	12,126	4.15442
12,553.7	8.65019	12,553.7	3.99898
12,996.1	8.49224	12,996.1	3.90012
13,454.6	8.34385	13,454.6	3.88776
13,929.2	8.37572	13,929.2	4.04607
14,419.9	8.44191	14,419.9	4.00368
14,928.2	8.76678	14,928.2	4.24277
15,455.6	8.97861	15,455.6	4.35489
16,000.5	8.81309	16,000.5	4.03721
16,564.5	8.85069	16,564.5	4.30277
17,148.9	8.61359	17,148.9	4.01452
17,752.4	8.57607	17,752.4	4.08076
18,379.4	8.5456	18,379.4	4.01475
19,026.9	8.16526	19,026.9	3.75739
19,697.8	7.85621	19,697.8	3.66057
19,999.5	7.75798	19,999.5	3.59323
