"Estimated In-Room Response"	
"Estimated In-Room Response"	
"Frequency / Hz"	"Sound Pressure Level / dB (re 20 µPa/V)  [2.83  V @ 1. m]"
20.5078	50.8671
21.9727	49.6597
23.4375	51.7485
24.9023	52.68
26.3672	54.4517
27.832	56.2194
29.2969	58.0053
30.7617	59.9637
32.2266	61.6057
33.6914	63.6658
35.1562	65.6016
36.6211	67.4064
38.0859	69.2482
39.5508	71.0798
41.0156	72.7855
42.4805	74.3323
43.9453	75.7019
45.4102	76.9817
46.875	77.8855
48.3398	78.4686
51.2695	79.27
52.7344	79.4299
54.1992	79.6009
55.6641	79.7169
58.5938	79.8782
60.0586	80.0208
62.9883	80.3024
64.4531	80.3229
67.3828	80.4405
68.8477	80.5515
71.7773	80.992
74.707	81.2906
77.6367	81.5305
79.1016	81.699
82.0312	81.969
84.9609	82.0573
87.8906	82.3494
90.8203	82.8268
95.2148	82.7199
98.1445	82.9118
101.074	83.0572
105.469	83.2008
108.398	83.3245
112.793	83.5234
117.188	83.6193
120.117	83.6787
124.512	83.6265
128.906	83.6327
133.301	83.6114
139.16	83.5147
143.555	83.4262
147.949	83.3488
153.809	83.2622
159.668	83.2402
165.527	83.3444
171.387	83.304
177.246	83.1314
183.105	82.898
188.965	82.8322
196.289	82.8712
203.613	82.7162
210.938	82.795
218.262	82.6884
225.586	82.665
232.91	82.6304
241.699	82.5986
250.488	82.4762
259.277	82.7717
268.066	82.6388
276.855	82.4512
287.109	82.5786
297.363	82.6204
307.617	82.7458
319.336	82.5631
329.59	82.5154
341.309	82.4891
353.027	82.4388
366.211	82.5668
379.395	82.8872
392.578	82.8957
405.762	82.6881
420.41	82.9348
435.059	82.5829
451.172	82.9231
465.82	82.9565
483.398	82.8648
499.512	82.7618
517.09	83.1514
536.133	82.2932
555.176	82.9129
574.219	82.9186
594.727	82.5899
615.234	82.5545
637.207	82.5236
659.18	82.2494
682.617	82.0556
707.52	82.0392
732.422	81.9122
757.324	81.5443
785.156	81.7481
811.523	81.3175
840.82	81.5534
870.117	81.6705
900.879	81.8471
933.105	81.7875
965.332	81.6544
1,000.49	81.0815
1,035.64	80.5478
1,072.27	80.0237
1,108.89	79.0621
1,148.44	78.558
1,189.45	78.7225
1,230.47	79.0563
1,274.41	79.5556
1,319.82	80.1507
1,366.7	80.6139
1,413.57	80.9969
1,463.38	80.93
1,516.11	80.682
1,568.85	80.0623
1,624.51	79.5197
1,681.64	80.0012
1,741.7	80.3589
1,803.22	81.3092
1,866.21	81.1994
1,932.13	80.5319
1,999.51	80.0729
2,069.82	79.5388
2,143.07	79.4645
2,219.24	79.184
2,296.88	78.3524
2,378.91	77.968
2,462.4	78.2839
2,548.83	78.6109
2,639.65	78.2915
2,731.93	77.4366
2,828.61	77.433
2,928.22	78.051
3,030.76	78.5316
3,137.7	78.4927
3,249.02	78.4221
3,363.28	78.3551
3,481.93	78.6794
3,604.98	78.8042
3,732.42	78.8016
3,864.26	79.0892
4,000.49	78.5289
4,141.11	78.8434
4,287.6	79.1289
4,438.48	79.1419
4,595.21	79.0253
4,756.35	79.3398
4,924.8	79.6313
5,097.66	79.1658
5,277.83	78.684
5,463.87	79.0321
5,657.23	78.731
5,856.45	78.6932
6,062.99	78.8539
6,276.86	79.0517
6,498.05	78.901
6,726.56	78.8406
6,963.87	78.4046
7,209.96	78.949
7,464.84	78.9127
7,727.05	78.7147
7,999.51	78.5712
8,282.23	78.0836
8,573.73	78.4974
8,876.95	78.4237
9,188.96	78.695
9,514.16	78.3977
9,849.61	78.49
10,196.8	78.2764
10,555.7	78.0593
10,927.7	78.0482
11,313	78.2393
11,712.9	78.3893
12,126	78.2871
12,553.7	78.2767
12,996.1	78.041
13,454.6	77.8225
13,929.2	77.661
14,419.9	77.7945
14,928.2	77.9667
15,455.6	77.9408
16,000.5	77.9283
16,564.5	77.3801
17,148.9	77.2162
17,752.4	76.9135
18,379.4	76.5311
19,026.9	75.9583
19,697.8	75.1727
19,999.5	74.9832
